"full_name","email","department","role","sentiment_score","match_score"
"Sophia Brooks","sophia.brooks.cand@public.local","product_mng","Product Analyst","0.09","0.87"
"Mason Brooks","mason.brooks.cand@public.local","product_mng","Product Analyst","0.11","0.97"
"Isabella Brooks","isabella.brooks.cand@public.local","product_mng","Product Analyst","0.11","0.79"
"Lucas Brooks","lucas.brooks.cand@public.local","product_mng","Product Analyst","0.1","0.83"
"Mia Brooks","mia.brooks.cand@public.local","marketing","Growth Marketing Specialist","0.4","0.54"
"Ethan Brooks","ethan.brooks.cand@public.local","sales","Account Executive","0.43","0.56"
"Amelia Brooks","amelia.brooks.cand@public.local","accounting","Business Associate","0.39","0.56"
"James Brooks","james.brooks.cand@public.local","support","Customer Support Specialist","0.45","0.54"
"Harper Brooks","harper.brooks.cand@public.local","technical","Software Engineer","0.38","0.49"
"Benjamin Brooks","benjamin.brooks.cand@public.local","management","Operations Manager","0.79","0.59"
"Evelyn Brooks","evelyn.brooks.cand@public.local","marketing","Growth Marketing Specialist","0.84","0.85"
"Elijah Brooks","elijah.brooks.cand@public.local","marketing","Growth Marketing Specialist","0.11","0.77"
"Abigail Brooks","abigail.brooks.cand@public.local","marketing","Growth Marketing Specialist","0.11","0.87"
"Daniel Brooks","daniel.brooks.cand@public.local","sales","Account Executive","0.17","0.84"
"Ella Brooks","ella.brooks.cand@public.local","sales","Account Executive","0.44","0.45"
"Aarav Diaz","aarav.diaz.cand@public.local","sales","Account Executive","0.37","0.57"
"Olivia Diaz","olivia.diaz.cand@public.local","sales","Account Executive","0.1","0.79"
"Noah Diaz","noah.diaz.cand@public.local","sales","Account Executive","0.4","0.5"
"Emma Diaz","emma.diaz.cand@public.local","sales","Account Executive","0.89","1"
"Liam Diaz","liam.diaz.cand@public.local","sales","Account Executive","0.42","0.48"
"Sophia Diaz","sophia.diaz.cand@public.local","sales","Account Executive","0.46","0.55"
"Mason Diaz","mason.diaz.cand@public.local","sales","Account Executive","0.09","0.83"
"Isabella Diaz","isabella.diaz.cand@public.local","sales","Account Executive","0.37","0.51"
"Lucas Diaz","lucas.diaz.cand@public.local","sales","Account Executive","0.1","0.77"
"Mia Diaz","mia.diaz.cand@public.local","sales","Account Executive","0.1","0.84"
"Ethan Diaz","ethan.diaz.cand@public.local","sales","Account Executive","0.11","0.97"
"Amelia Diaz","amelia.diaz.cand@public.local","sales","Account Executive","0.9","1"
"James Diaz","james.diaz.cand@public.local","sales","Account Executive","0.38","0.52"
"Harper Diaz","harper.diaz.cand@public.local","sales","Account Executive","0.36","0.52"
"Benjamin Diaz","benjamin.diaz.cand@public.local","sales","Account Executive","0.42","0.46"
"Evelyn Diaz","evelyn.diaz.cand@public.local","sales","Account Executive","0.09","0.94"
"Elijah Diaz","elijah.diaz.cand@public.local","sales","Account Executive","0.43","0.52"
"Abigail Diaz","abigail.diaz.cand@public.local","accounting","Business Associate","0.24","0.46"
"Daniel Diaz","daniel.diaz.cand@public.local","accounting","Business Associate","0.91","1"
"Ella Diaz","ella.diaz.cand@public.local","accounting","Business Associate","0.44","0.5"
"Aarav Singh","aarav.singh.cand@public.local","hr","HR Generalist","0.71","0.87"
"Olivia Singh","olivia.singh.cand@public.local","hr","HR Generalist","0.4","0.49"
"Noah Singh","noah.singh.cand@public.local","hr","HR Generalist","0.43","0.47"
"Emma Singh","emma.singh.cand@public.local","hr","HR Generalist","0.09","0.85"
"Liam Singh","liam.singh.cand@public.local","technical","Software Engineer","0.43","0.52"
"Sophia Singh","sophia.singh.cand@public.local","technical","Software Engineer","0.9","0.96"
"Mason Singh","mason.singh.cand@public.local","technical","Software Engineer","0.84","1"
"Isabella Singh","isabella.singh.cand@public.local","technical","Software Engineer","0.37","0.48"
"Lucas Singh","lucas.singh.cand@public.local","technical","Software Engineer","0.86","0.68"
"Mia Singh","mia.singh.cand@public.local","technical","Software Engineer","0.11","0.84"
"Ethan Singh","ethan.singh.cand@public.local","technical","Software Engineer","0.37","0.57"
"Amelia Singh","amelia.singh.cand@public.local","technical","Software Engineer","0.4","0.46"
"James Singh","james.singh.cand@public.local","technical","Software Engineer","0.14","0.62"
"Harper Singh","harper.singh.cand@public.local","technical","Software Engineer","0.4","0.46"
"Benjamin Singh","benjamin.singh.cand@public.local","technical","Software Engineer","0.75","1"
"Evelyn Singh","evelyn.singh.cand@public.local","support","Customer Support Specialist","0.11","0.84"
"Elijah Singh","elijah.singh.cand@public.local","support","Customer Support Specialist","0.46","0.49"
"Abigail Singh","abigail.singh.cand@public.local","support","Customer Support Specialist","0.11","0.92"
"Daniel Singh","daniel.singh.cand@public.local","support","Customer Support Specialist","0.38","0.49"
"Ella Singh","ella.singh.cand@public.local","support","Customer Support Specialist","0.7","0.89"
"Aarav Martinez","aarav.martinez.cand@public.local","support","Customer Support Specialist","0.09","0.82"
"Olivia Martinez","olivia.martinez.cand@public.local","support","Customer Support Specialist","0.37","0.45"
"Noah Martinez","noah.martinez.cand@public.local","support","Customer Support Specialist","0.1","0.83"
"Emma Martinez","emma.martinez.cand@public.local","support","Customer Support Specialist","0.38","0.57"
"Liam Martinez","liam.martinez.cand@public.local","support","Customer Support Specialist","0.9","1"
"Sophia Martinez","sophia.martinez.cand@public.local","support","Customer Support Specialist","0.44","0.51"
"Mason Martinez","mason.martinez.cand@public.local","technical","Software Engineer","0.36","0.5"
"Isabella Martinez","isabella.martinez.cand@public.local","technical","Software Engineer","0.31","0.84"
"Lucas Martinez","lucas.martinez.cand@public.local","technical","Software Engineer","0.1","0.84"
"Mia Martinez","mia.martinez.cand@public.local","management","Operations Manager","0.42","0.48"
"Ethan Martinez","ethan.martinez.cand@public.local","IT","IT Specialist","0.74","1"
"Amelia Martinez","amelia.martinez.cand@public.local","IT","IT Specialist","0.73","0.87"
"James Martinez","james.martinez.cand@public.local","IT","IT Specialist","0.09","0.96"
"Harper Martinez","harper.martinez.cand@public.local","IT","IT Specialist","0.45","0.53"
"Benjamin Martinez","benjamin.martinez.cand@public.local","IT","IT Specialist","0.11","0.8"
"Evelyn Martinez","evelyn.martinez.cand@public.local","product_mng","Product Analyst","0.37","0.47"
"Elijah Martinez","elijah.martinez.cand@public.local","product_mng","Product Analyst","0.84","0.99"
"Abigail Martinez","abigail.martinez.cand@public.local","product_mng","Product Analyst","0.41","0.46"
"Daniel Martinez","daniel.martinez.cand@public.local","product_mng","Product Analyst","0.76","0.92"
"Ella Martinez","ella.martinez.cand@public.local","IT","IT Specialist","0.11","0.87"
"Aarav Walker","aarav.walker.cand@public.local","marketing","Growth Marketing Specialist","0.84","0.88"
"Olivia Walker","olivia.walker.cand@public.local","marketing","Growth Marketing Specialist","0.39","0.5"
"Noah Walker","noah.walker.cand@public.local","marketing","Growth Marketing Specialist","0.11","0.91"
"Emma Walker","emma.walker.cand@public.local","marketing","Growth Marketing Specialist","0.45","0.56"
"Liam Walker","liam.walker.cand@public.local","marketing","Growth Marketing Specialist","0.37","0.52"
"Sophia Walker","sophia.walker.cand@public.local","marketing","Growth Marketing Specialist","0.4","0.52"
"Mason Walker","mason.walker.cand@public.local","sales","Account Executive","0.39","0.48"
"Isabella Walker","isabella.walker.cand@public.local","accounting","Business Associate","0.11","0.8"
"Lucas Walker","lucas.walker.cand@public.local","support","Customer Support Specialist","0.83","1"
"Mia Walker","mia.walker.cand@public.local","technical","Software Engineer","0.11","0.92"
"Ethan Walker","ethan.walker.cand@public.local","management","Operations Manager","0.39","0.5"
"Amelia Walker","amelia.walker.cand@public.local","marketing","Growth Marketing Specialist","0.45","0.45"
"James Walker","james.walker.cand@public.local","marketing","Growth Marketing Specialist","0.1","0.95"
"Harper Walker","harper.walker.cand@public.local","marketing","Growth Marketing Specialist","0.9","0.98"
"Benjamin Walker","benjamin.walker.cand@public.local","sales","Account Executive","0.45","0.51"
"Evelyn Walker","evelyn.walker.cand@public.local","sales","Account Executive","0.79","0.89"
"Elijah Walker","elijah.walker.cand@public.local","sales","Account Executive","0.9","0.99"
"Abigail Walker","abigail.walker.cand@public.local","sales","Account Executive","0.11","0.84"
"Daniel Walker","daniel.walker.cand@public.local","sales","Account Executive","0.43","0.55"
"Ella Walker","ella.walker.cand@public.local","sales","Account Executive","0.31","0.54"
"Aarav Evans","aarav.evans.cand@public.local","sales","Account Executive","0.32","0.5"
"Olivia Evans","olivia.evans.cand@public.local","sales","Account Executive","0.45","0.57"
"Noah Evans","noah.evans.cand@public.local","sales","Account Executive","0.81","0.99"
"Emma Evans","emma.evans.cand@public.local","sales","Account Executive","0.41","0.46"
"Liam Evans","liam.evans.cand@public.local","sales","Account Executive","0.11","0.78"
"Sophia Evans","sophia.evans.cand@public.local","sales","Account Executive","0.1","0.88"
"Mason Evans","mason.evans.cand@public.local","sales","Account Executive","0.7","0.53"
"Isabella Evans","isabella.evans.cand@public.local","sales","Account Executive","0.54","0.74"
"Lucas Evans","lucas.evans.cand@public.local","sales","Account Executive","0.41","0.48"
"Mia Evans","mia.evans.cand@public.local","sales","Account Executive","0.38","0.5"
"Ethan Evans","ethan.evans.cand@public.local","sales","Account Executive","0.37","0.51"
"Amelia Evans","amelia.evans.cand@public.local","sales","Account Executive","0.11","0.85"
"James Evans","james.evans.cand@public.local","sales","Account Executive","0.4","0.47"
"Harper Evans","harper.evans.cand@public.local","accounting","Business Associate","0.1","0.84"
"Benjamin Evans","benjamin.evans.cand@public.local","accounting","Business Associate","0.89","0.99"
"Evelyn Evans","evelyn.evans.cand@public.local","accounting","Business Associate","0.11","0.8"
"Elijah Evans","elijah.evans.cand@public.local","hr","HR Generalist","0.36","0.55"
"Abigail Evans","abigail.evans.cand@public.local","hr","HR Generalist","0.4","0.46"
"Daniel Evans","daniel.evans.cand@public.local","hr","HR Generalist","0.09","0.85"
"Ella Evans","ella.evans.cand@public.local","hr","HR Generalist","0.4","0.46"
"Aarav Lopez","aarav.lopez.cand@public.local","technical","Software Engineer","0.37","0.55"
"Olivia Lopez","olivia.lopez.cand@public.local","technical","Software Engineer","0.44","0.51"
"Noah Lopez","noah.lopez.cand@public.local","technical","Software Engineer","0.09","0.8"
"Emma Lopez","emma.lopez.cand@public.local","technical","Software Engineer","0.92","0.87"
"Liam Lopez","liam.lopez.cand@public.local","technical","Software Engineer","0.74","0.91"
"Sophia Lopez","sophia.lopez.cand@public.local","technical","Software Engineer","0.09","0.82"
"Mason Lopez","mason.lopez.cand@public.local","technical","Software Engineer","0.89","0.95"
"Isabella Lopez","isabella.lopez.cand@public.local","technical","Software Engineer","0.09","0.8"
"Lucas Lopez","lucas.lopez.cand@public.local","technical","Software Engineer","0.27","0.54"
"Mia Lopez","mia.lopez.cand@public.local","technical","Software Engineer","0.1","0.91"
"Ethan Lopez","ethan.lopez.cand@public.local","technical","Software Engineer","0.1","0.89"
"Amelia Lopez","amelia.lopez.cand@public.local","support","Customer Support Specialist","0.77","0.94"
"James Lopez","james.lopez.cand@public.local","support","Customer Support Specialist","0.9","0.82"
"Harper Lopez","harper.lopez.cand@public.local","support","Customer Support Specialist","0.39","0.5"
"Benjamin Lopez","benjamin.lopez.cand@public.local","support","Customer Support Specialist","0.76","1"
"Evelyn Lopez","evelyn.lopez.cand@public.local","support","Customer Support Specialist","0.1","0.93"
"Elijah Lopez","elijah.lopez.cand@public.local","support","Customer Support Specialist","0.87","0.9"
"Abigail Lopez","abigail.lopez.cand@public.local","support","Customer Support Specialist","0.38","0.5"
"Daniel Lopez","daniel.lopez.cand@public.local","support","Customer Support Specialist","0.77","0.99"
"Ella Lopez","ella.lopez.cand@public.local","support","Customer Support Specialist","0.78","0.87"
"Aarav Hughes","aarav.hughes.cand@public.local","support","Customer Support Specialist","0.44","0.5"
"Olivia Hughes","olivia.hughes.cand@public.local","support","Customer Support Specialist","0.38","0.52"
"Noah Hughes","noah.hughes.cand@public.local","technical","Software Engineer","0.43","0.46"
"Emma Hughes","emma.hughes.cand@public.local","technical","Software Engineer","0.39","0.5"
"Liam Hughes","liam.hughes.cand@public.local","technical","Software Engineer","0.88","1"
"Sophia Hughes","sophia.hughes.cand@public.local","management","Operations Manager","0.45","0.46"
"Mason Hughes","mason.hughes.cand@public.local","IT","IT Specialist","0.4","0.53"
"Isabella Hughes","isabella.hughes.cand@public.local","IT","IT Specialist","0.36","0.51"
"Lucas Hughes","lucas.hughes.cand@public.local","IT","IT Specialist","0.36","0.48"
"Mia Hughes","mia.hughes.cand@public.local","IT","IT Specialist","0.9","0.98"
"Ethan Hughes","ethan.hughes.cand@public.local","IT","IT Specialist","0.43","0.53"
"Amelia Hughes","amelia.hughes.cand@public.local","product_mng","Product Analyst","0.89","0.87"
"James Hughes","james.hughes.cand@public.local","product_mng","Product Analyst","0.1","0.84"
"Harper Hughes","harper.hughes.cand@public.local","product_mng","Product Analyst","0.37","0.5"
"Benjamin Hughes","benjamin.hughes.cand@public.local","product_mng","Product Analyst","0.37","0.51"
"Evelyn Hughes","evelyn.hughes.cand@public.local","IT","IT Specialist","0.87","0.9"
"Elijah Hughes","elijah.hughes.cand@public.local","accounting","Business Associate","0.4","0.56"
"Abigail Hughes","abigail.hughes.cand@public.local","accounting","Business Associate","0.9","0.97"
"Daniel Hughes","daniel.hughes.cand@public.local","hr","HR Generalist","0.37","0.46"
"Ella Hughes","ella.hughes.cand@public.local","hr","HR Generalist","0.44","0.54"
"Aarav Torres","aarav.torres.cand@public.local","hr","HR Generalist","0.85","0.95"
"Olivia Torres","olivia.torres.cand@public.local","marketing","Growth Marketing Specialist","0.78","0.98"
"Noah Torres","noah.torres.cand@public.local","marketing","Growth Marketing Specialist","0.42","0.47"
"Emma Torres","emma.torres.cand@public.local","sales","Account Executive","0.92","0.99"
"Liam Torres","liam.torres.cand@public.local","accounting","Business Associate","0.11","0.83"
"Sophia Torres","sophia.torres.cand@public.local","support","Customer Support Specialist","0.42","0.56"
"Mason Torres","mason.torres.cand@public.local","technical","Software Engineer","0.48","0.57"
"Isabella Torres","isabella.torres.cand@public.local","management","Operations Manager","0.83","0.85"
"Lucas Torres","lucas.torres.cand@public.local","marketing","Growth Marketing Specialist","0.4","0.53"
"Mia Torres","mia.torres.cand@public.local","marketing","Growth Marketing Specialist","0.43","0.45"
"Ethan Torres","ethan.torres.cand@public.local","marketing","Growth Marketing Specialist","0.43","0.53"
"Amelia Torres","amelia.torres.cand@public.local","sales","Account Executive","0.1","0.97"
"James Torres","james.torres.cand@public.local","sales","Account Executive","0.1","0.87"
"Harper Torres","harper.torres.cand@public.local","sales","Account Executive","0.37","0.46"
"Benjamin Torres","benjamin.torres.cand@public.local","sales","Account Executive","0.38","0.53"
"Evelyn Torres","evelyn.torres.cand@public.local","sales","Account Executive","0.4","0.5"
"Elijah Torres","elijah.torres.cand@public.local","sales","Account Executive","0.89","0.86"
"Abigail Torres","abigail.torres.cand@public.local","sales","Account Executive","0.45","0.46"
"Daniel Torres","daniel.torres.cand@public.local","sales","Account Executive","0.37","0.48"
"Ella Torres","ella.torres.cand@public.local","sales","Account Executive","0.46","0.49"
"Aarav Bennett","aarav.bennett.cand@public.local","sales","Account Executive","0.87","0.91"
"Olivia Bennett","olivia.bennett.cand@public.local","sales","Account Executive","0.11","0.84"
"Noah Bennett","noah.bennett.cand@public.local","sales","Account Executive","0.79","0.87"
"Emma Bennett","emma.bennett.cand@public.local","sales","Account Executive","0.79","0.92"
"Liam Bennett","liam.bennett.cand@public.local","sales","Account Executive","0.19","0.59"
"Sophia Bennett","sophia.bennett.cand@public.local","sales","Account Executive","0.87","0.98"
"Mason Bennett","mason.bennett.cand@public.local","sales","Account Executive","0.6","0.92"
"Isabella Bennett","isabella.bennett.cand@public.local","sales","Account Executive","0.44","0.45"
"Lucas Bennett","lucas.bennett.cand@public.local","sales","Account Executive","0.11","0.81"
"Mia Bennett","mia.bennett.cand@public.local","sales","Account Executive","0.42","0.54"
"Ethan Bennett","ethan.bennett.cand@public.local","accounting","Business Associate","0.88","0.88"
"Amelia Bennett","amelia.bennett.cand@public.local","accounting","Business Associate","0.11","0.84"
"James Bennett","james.bennett.cand@public.local","accounting","Business Associate","0.46","0.46"
"Harper Bennett","harper.bennett.cand@public.local","hr","HR Generalist","0.82","0.97"
"Benjamin Bennett","benjamin.bennett.cand@public.local","hr","HR Generalist","0.44","0.56"
"Evelyn Bennett","evelyn.bennett.cand@public.local","hr","HR Generalist","0.11","0.78"
"Elijah Bennett","elijah.bennett.cand@public.local","hr","HR Generalist","0.42","0.5"
"Abigail Bennett","abigail.bennett.cand@public.local","technical","Software Engineer","0.84","0.93"
"Daniel Bennett","daniel.bennett.cand@public.local","technical","Software Engineer","0.11","0.95"
"Ella Bennett","ella.bennett.cand@public.local","technical","Software Engineer","0.45","0.53"
"Aarav Ramirez","aarav.ramirez.cand@public.local","technical","Software Engineer","0.38","0.56"
"Olivia Ramirez","olivia.ramirez.cand@public.local","technical","Software Engineer","0.38","0.86"
"Noah Ramirez","noah.ramirez.cand@public.local","technical","Software Engineer","0.44","0.51"
"Emma Ramirez","emma.ramirez.cand@public.local","technical","Software Engineer","0.11","0.84"
"Liam Ramirez","liam.ramirez.cand@public.local","technical","Software Engineer","0.81","0.93"
"Sophia Ramirez","sophia.ramirez.cand@public.local","technical","Software Engineer","0.09","0.96"
"Mason Ramirez","mason.ramirez.cand@public.local","technical","Software Engineer","0.11","0.9"
"Isabella Ramirez","isabella.ramirez.cand@public.local","technical","Software Engineer","0.81","0.95"
"Lucas Ramirez","lucas.ramirez.cand@public.local","support","Customer Support Specialist","0.1","0.97"
"Mia Ramirez","mia.ramirez.cand@public.local","support","Customer Support Specialist","0.74","0.89"
"Ethan Ramirez","ethan.ramirez.cand@public.local","support","Customer Support Specialist","0.09","0.78"
"Amelia Ramirez","amelia.ramirez.cand@public.local","support","Customer Support Specialist","0.82","0.81"
"James Ramirez","james.ramirez.cand@public.local","support","Customer Support Specialist","0.1","0.98"
"Harper Ramirez","harper.ramirez.cand@public.local","support","Customer Support Specialist","0.27","0.56"
"Benjamin Ramirez","benjamin.ramirez.cand@public.local","support","Customer Support Specialist","0.83","0.92"
"Evelyn Ramirez","evelyn.ramirez.cand@public.local","support","Customer Support Specialist","0.1","0.93"
"Elijah Ramirez","elijah.ramirez.cand@public.local","support","Customer Support Specialist","0.38","0.47"
"Abigail Ramirez","abigail.ramirez.cand@public.local","support","Customer Support Specialist","0.4","0.56"
"Daniel Ramirez","daniel.ramirez.cand@public.local","support","Customer Support Specialist","0.11","0.83"
"Ella Ramirez","ella.ramirez.cand@public.local","technical","Software Engineer","0.11","0.79"
"Aarav Shaw","aarav.shaw.cand@public.local","technical","Software Engineer","0.82","0.91"
"Olivia Shaw","olivia.shaw.cand@public.local","technical","Software Engineer","0.36","0.48"
"Noah Shaw","noah.shaw.cand@public.local","management","Operations Manager","0.4","0.46"
"Emma Shaw","emma.shaw.cand@public.local","IT","IT Specialist","0.87","0.84"
"Liam Shaw","liam.shaw.cand@public.local","IT","IT Specialist","0.41","0.49"
"Sophia Shaw","sophia.shaw.cand@public.local","IT","IT Specialist","0.11","0.91"
"Mason Shaw","mason.shaw.cand@public.local","IT","IT Specialist","0.1","0.93"
"Isabella Shaw","isabella.shaw.cand@public.local","IT","IT Specialist","0.38","0.51"
"Lucas Shaw","lucas.shaw.cand@public.local","product_mng","Product Analyst","0.39","0.55"
"Mia Shaw","mia.shaw.cand@public.local","product_mng","Product Analyst","0.4","0.52"
"Ethan Shaw","ethan.shaw.cand@public.local","product_mng","Product Analyst","0.45","0.48"
"Amelia Shaw","amelia.shaw.cand@public.local","product_mng","Product Analyst","0.74","0.84"
"James Shaw","james.shaw.cand@public.local","IT","IT Specialist","0.45","0.55"
"Harper Shaw","harper.shaw.cand@public.local","RandD","Research Associate","0.12","1"
"Benjamin Shaw","benjamin.shaw.cand@public.local","RandD","Research Associate","0.1","0.77"
"Evelyn Shaw","evelyn.shaw.cand@public.local","RandD","Research Associate","0.37","0.55"
"Elijah Shaw","elijah.shaw.cand@public.local","RandD","Research Associate","0.89","0.87"
"Abigail Shaw","abigail.shaw.cand@public.local","RandD","Research Associate","0.45","0.47"
"Daniel Shaw","daniel.shaw.cand@public.local","marketing","Growth Marketing Specialist","0.37","0.46"
"Ella Shaw","ella.shaw.cand@public.local","sales","Account Executive","0.11","0.81"
"Aarav Cruz","aarav.cruz.cand@public.local","accounting","Business Associate","0.41","0.48"
"Olivia Cruz","olivia.cruz.cand@public.local","support","Customer Support Specialist","0.1","0.94"
"Noah Cruz","noah.cruz.cand@public.local","technical","Software Engineer","0.1","0.93"
"Emma Cruz","emma.cruz.cand@public.local","management","Operations Manager","0.11","0.95"
"Liam Cruz","liam.cruz.cand@public.local","marketing","Growth Marketing Specialist","0.4","0.54"
"Sophia Cruz","sophia.cruz.cand@public.local","marketing","Growth Marketing Specialist","0.41","0.49"
"Mason Cruz","mason.cruz.cand@public.local","marketing","Growth Marketing Specialist","0.1","0.81"
"Isabella Cruz","isabella.cruz.cand@public.local","sales","Account Executive","0.73","0.86"
"Lucas Cruz","lucas.cruz.cand@public.local","sales","Account Executive","0.43","0.47"
"Mia Cruz","mia.cruz.cand@public.local","sales","Account Executive","0.37","0.46"
"Ethan Cruz","ethan.cruz.cand@public.local","sales","Account Executive","0.11","0.94"
"Amelia Cruz","amelia.cruz.cand@public.local","sales","Account Executive","0.4","0.46"
"James Cruz","james.cruz.cand@public.local","sales","Account Executive","0.41","0.54"
"Harper Cruz","harper.cruz.cand@public.local","sales","Account Executive","0.82","0.84"
"Benjamin Cruz","benjamin.cruz.cand@public.local","sales","Account Executive","0.61","0.47"
"Evelyn Cruz","evelyn.cruz.cand@public.local","sales","Account Executive","0.11","0.91"
"Elijah Cruz","elijah.cruz.cand@public.local","sales","Account Executive","0.37","0.45"
"Abigail Cruz","abigail.cruz.cand@public.local","sales","Account Executive","0.41","0.52"
"Daniel Cruz","daniel.cruz.cand@public.local","sales","Account Executive","0.37","0.52"
"Ella Cruz","ella.cruz.cand@public.local","sales","Account Executive","0.88","0.99"
"Aarav Powell","aarav.powell.cand@public.local","sales","Account Executive","0.1","0.85"
"Olivia Powell","olivia.powell.cand@public.local","sales","Account Executive","0.44","0.48"
"Noah Powell","noah.powell.cand@public.local","sales","Account Executive","0.38","0.57"
"Emma Powell","emma.powell.cand@public.local","sales","Account Executive","0.11","0.85"
"Liam Powell","liam.powell.cand@public.local","sales","Account Executive","0.09","0.98"
"Sophia Powell","sophia.powell.cand@public.local","sales","Account Executive","0.45","0.52"
"Mason Powell","mason.powell.cand@public.local","accounting","Business Associate","0.1","0.81"
"Isabella Powell","isabella.powell.cand@public.local","accounting","Business Associate","0.45","0.47"
"Lucas Powell","lucas.powell.cand@public.local","accounting","Business Associate","0.77","0.87"
"Mia Powell","mia.powell.cand@public.local","hr","HR Generalist","0.44","0.51"
"Ethan Powell","ethan.powell.cand@public.local","hr","HR Generalist","0.39","0.5"
"Amelia Powell","amelia.powell.cand@public.local","hr","HR Generalist","0.1","0.91"
"James Powell","james.powell.cand@public.local","hr","HR Generalist","0.09","0.89"
"Harper Powell","harper.powell.cand@public.local","technical","Software Engineer","0.37","0.47"
"Benjamin Powell","benjamin.powell.cand@public.local","technical","Software Engineer","0.9","1"
"Evelyn Powell","evelyn.powell.cand@public.local","technical","Software Engineer","0.41","0.56"
"Elijah Powell","elijah.powell.cand@public.local","technical","Software Engineer","0.37","0.52"
"Abigail Powell","abigail.powell.cand@public.local","technical","Software Engineer","0.1","0.86"
"Daniel Powell","daniel.powell.cand@public.local","technical","Software Engineer","0.81","1"
"Ella Powell","ella.powell.cand@public.local","technical","Software Engineer","0.11","0.8"
"Aarav Murphy","aarav.murphy.cand@public.local","technical","Software Engineer","0.11","0.84"
"Olivia Murphy","olivia.murphy.cand@public.local","technical","Software Engineer","0.4","0.46"
"Noah Murphy","noah.murphy.cand@public.local","technical","Software Engineer","0.09","0.8"
"Emma Murphy","emma.murphy.cand@public.local","technical","Software Engineer","0.48","0.93"
"Liam Murphy","liam.murphy.cand@public.local","support","Customer Support Specialist","0.91","0.91"
"Sophia Murphy","sophia.murphy.cand@public.local","support","Customer Support Specialist","0.43","0.57"
"Mason Murphy","mason.murphy.cand@public.local","support","Customer Support Specialist","0.33","0.88"
"Isabella Murphy","isabella.murphy.cand@public.local","support","Customer Support Specialist","0.41","0.57"
"Lucas Murphy","lucas.murphy.cand@public.local","support","Customer Support Specialist","0.41","0.55"
"Mia Murphy","mia.murphy.cand@public.local","support","Customer Support Specialist","0.37","0.54"
"Ethan Murphy","ethan.murphy.cand@public.local","support","Customer Support Specialist","0.31","0.62"
"Amelia Murphy","amelia.murphy.cand@public.local","support","Customer Support Specialist","0.09","0.91"
"James Murphy","james.murphy.cand@public.local","support","Customer Support Specialist","0.1","0.87"
"Harper Murphy","harper.murphy.cand@public.local","support","Customer Support Specialist","0.76","0.9"
"Benjamin Murphy","benjamin.murphy.cand@public.local","support","Customer Support Specialist","0.41","0.54"
"Evelyn Murphy","evelyn.murphy.cand@public.local","technical","Software Engineer","0.72","0.96"
"Elijah Murphy","elijah.murphy.cand@public.local","technical","Software Engineer","0.4","0.5"
"Abigail Murphy","abigail.murphy.cand@public.local","technical","Software Engineer","0.91","0.87"
"Daniel Murphy","daniel.murphy.cand@public.local","management","Operations Manager","0.1","0.83"
"Ella Murphy","ella.murphy.cand@public.local","IT","IT Specialist","0.4","0.56"
"Aarav Hayes","aarav.hayes.cand@public.local","IT","IT Specialist","0.82","0.86"
"Olivia Hayes","olivia.hayes.cand@public.local","IT","IT Specialist","0.1","0.82"
"Noah Hayes","noah.hayes.cand@public.local","IT","IT Specialist","0.37","0.45"
"Emma Hayes","emma.hayes.cand@public.local","IT","IT Specialist","0.36","0.51"
"Liam Hayes","liam.hayes.cand@public.local","product_mng","Product Analyst","0.39","0.48"
"Sophia Hayes","sophia.hayes.cand@public.local","product_mng","Product Analyst","0.36","0.57"
"Mason Hayes","mason.hayes.cand@public.local","product_mng","Product Analyst","0.86","0.84"
"Isabella Hayes","isabella.hayes.cand@public.local","product_mng","Product Analyst","0.73","0.99"
"Lucas Hayes","lucas.hayes.cand@public.local","IT","IT Specialist","0.56","0.71"
"Mia Hayes","mia.hayes.cand@public.local","accounting","Business Associate","0.44","0.56"
"Ethan Hayes","ethan.hayes.cand@public.local","accounting","Business Associate","0.31","0.56"
"Amelia Hayes","amelia.hayes.cand@public.local","hr","HR Generalist","0.77","0.93"
"James Hayes","james.hayes.cand@public.local","hr","HR Generalist","0.44","0.45"
"Harper Hayes","harper.hayes.cand@public.local","hr","HR Generalist","0.38","0.46"
"Benjamin Hayes","benjamin.hayes.cand@public.local","marketing","Growth Marketing Specialist","0.45","0.48"
"Evelyn Hayes","evelyn.hayes.cand@public.local","sales","Account Executive","0.38","0.51"
"Elijah Hayes","elijah.hayes.cand@public.local","accounting","Business Associate","0.36","0.48"
"Abigail Hayes","abigail.hayes.cand@public.local","support","Customer Support Specialist","0.75","0.9"
"Daniel Hayes","daniel.hayes.cand@public.local","technical","Software Engineer","0.1","0.93"
"Ella Hayes","ella.hayes.cand@public.local","management","Operations Manager","0.1","0.97"
"Aarav Parker","aarav.parker.cand@public.local","marketing","Growth Marketing Specialist","0.45","0.5"
"Olivia Parker","olivia.parker.cand@public.local","marketing","Growth Marketing Specialist","0.42","0.57"
"Noah Parker","noah.parker.cand@public.local","marketing","Growth Marketing Specialist","0.78","1"
"Emma Parker","emma.parker.cand@public.local","sales","Account Executive","0.45","0.55"
"Liam Parker","liam.parker.cand@public.local","sales","Account Executive","0.84","1"
"Sophia Parker","sophia.parker.cand@public.local","sales","Account Executive","0.11","0.93"
"Mason Parker","mason.parker.cand@public.local","sales","Account Executive","0.42","0.56"
"Isabella Parker","isabella.parker.cand@public.local","sales","Account Executive","0.45","0.46"
