"full_name","email","department","role","sentiment_score","is_at_risk","retention_prob"
"Emma Patel","emma.patel.emp1243@public.local","Sales","Sales Executive","1","false","0.75"
"Liam Patel","liam.patel.emp1244@public.local","Research & Development","Research Scientist","0.25","false","0.25"
"Sophia Patel","sophia.patel.emp1245@public.local","Research & Development","Manufacturing Director","0.75","false","1"
"Mason Patel","mason.patel.emp1246@public.local","Research & Development","Research Scientist","1","false","0.25"
"Lucas Patel","lucas.patel.emp1248@public.local","Research & Development","Research Scientist","0.5","true","0.25"
"Mia Patel","mia.patel.emp1249@public.local","Research & Development","Research Scientist","1","false","0.25"
"Ethan Patel","ethan.patel.emp1250@public.local","Research & Development","Research Director","1","false","1"
"Amelia Patel","amelia.patel.emp1251@public.local","Research & Development","Healthcare Representative","0.25","false","0.75"
"James Patel","james.patel.emp1252@public.local","Research & Development","Healthcare Representative","0.25","false","0.75"
"Benjamin Patel","benjamin.patel.emp1254@public.local","Sales","Sales Executive","1","false","0.75"
"Evelyn Patel","evelyn.patel.emp1255@public.local","Research & Development","Research Director","1","false","0.75"
"Elijah Patel","elijah.patel.emp1256@public.local","Research & Development","Manager","0.75","false","0.25"
"Abigail Patel","abigail.patel.emp1257@public.local","Research & Development","Research Scientist","0.5","false","0.75"
"Daniel Patel","daniel.patel.emp1258@public.local","Research & Development","Laboratory Technician","0.5","false","1"
"Ella Patel","ella.patel.emp1259@public.local","Research & Development","Research Scientist","0.75","false","0.25"
"Aarav Kim","aarav.kim.emp1260@public.local","Research & Development","Healthcare Representative","1","false","0.75"
"Emma Kim","emma.kim.emp1263@public.local","Research & Development","Research Director","1","false","1"
"Liam Kim","liam.kim.emp1264@public.local","Research & Development","Research Director","1","false","1"
"Sophia Kim","sophia.kim.emp1265@public.local","Research & Development","Research Scientist","0.75","false","0.75"
"Isabella Kim","isabella.kim.emp1267@public.local","Sales","Manager","0.5","false","0.5"
"Lucas Kim","lucas.kim.emp1268@public.local","Sales","Sales Executive","0.75","false","1"
"Mia Kim","mia.kim.emp1269@public.local","Research & Development","Research Scientist","1","false","0.5"
"Ethan Kim","ethan.kim.emp1270@public.local","Research & Development","Research Scientist","0.75","false","1"
"Harper Kim","harper.kim.emp1273@public.local","Sales","Sales Representative","1","true","0.75"
"Evelyn Kim","evelyn.kim.emp1275@public.local","Research & Development","Research Scientist","1","false","0.75"
"Abigail Kim","abigail.kim.emp1277@public.local","Sales","Manager","0.5","true","0.25"
"Daniel Kim","daniel.kim.emp1278@public.local","Research & Development","Healthcare Representative","0.5","false","1"
"Ella Kim","ella.kim.emp1279@public.local","Research & Development","Laboratory Technician","0.75","true","0.25"
"Aarav Brooks","aarav.brooks.emp1280@public.local","Sales","Manager","0.5","false","1"
"Olivia Brooks","olivia.brooks.emp1281@public.local","Sales","Sales Executive","0.25","false","0.75"
"Noah Brooks","noah.brooks.emp1282@public.local","Sales","Manager","0.5","false","1"
"Emma Brooks","emma.brooks.emp1283@public.local","Research & Development","Manufacturing Director","1","false","1"
"Sophia Brooks","sophia.brooks.emp1285@public.local","Research & Development","Laboratory Technician","0.5","false","0.75"
"Mason Brooks","mason.brooks.emp1286@public.local","Research & Development","Laboratory Technician","0.75","false","1"
"Lucas Brooks","lucas.brooks.emp1288@public.local","Research & Development","Manager","0.25","false","0.75"
"Mia Brooks","mia.brooks.emp1289@public.local","Human Resources","Human Resources","0.5","false","0.75"
"Amelia Brooks","amelia.brooks.emp1291@public.local","Research & Development","Research Scientist","0.75","false","0.75"
"James Brooks","james.brooks.emp1292@public.local","Research & Development","Research Scientist","0.5","false","0.5"
"Harper Brooks","harper.brooks.emp1293@public.local","Sales","Sales Executive","1","false","1"
"Benjamin Brooks","benjamin.brooks.emp1294@public.local","Research & Development","Manufacturing Director","0.5","false","0.75"
"Evelyn Brooks","evelyn.brooks.emp1295@public.local","Research & Development","Healthcare Representative","1","true","0.25"
"Elijah Brooks","elijah.brooks.emp1296@public.local","Research & Development","Laboratory Technician","1","false","1"
"Abigail Brooks","abigail.brooks.emp1297@public.local","Research & Development","Laboratory Technician","0.75","false","0.5"
"Daniel Brooks","daniel.brooks.emp1298@public.local","Research & Development","Manufacturing Director","0.75","false","0.75"
"Ella Brooks","ella.brooks.emp1299@public.local","Research & Development","Laboratory Technician","0.75","true","0.5"
"Olivia Diaz","olivia.diaz.emp1301@public.local","Research & Development","Research Scientist","0.25","false","1"
"Emma Diaz","emma.diaz.emp1303@public.local","Research & Development","Research Scientist","0.5","false","1"
"Liam Diaz","liam.diaz.emp1304@public.local","Sales","Sales Executive","1","false","0.75"
"Mason Diaz","mason.diaz.emp1306@public.local","Research & Development","Manager","0.5","false","0.5"
"Isabella Diaz","isabella.diaz.emp1307@public.local","Research & Development","Manager","0.5","false","0.75"
"Lucas Diaz","lucas.diaz.emp1308@public.local","Research & Development","Research Scientist","0.75","false","0.25"
"Mia Diaz","mia.diaz.emp1309@public.local","Research & Development","Laboratory Technician","0.75","true","1"
"Ethan Diaz","ethan.diaz.emp1310@public.local","Research & Development","Research Scientist","0.25","true","0.75"
"Amelia Diaz","amelia.diaz.emp1311@public.local","Research & Development","Laboratory Technician","1","false","0.25"
"James Diaz","james.diaz.emp1312@public.local","Research & Development","Healthcare Representative","0.75","false","1"
"Benjamin Diaz","benjamin.diaz.emp1314@public.local","Human Resources","Human Resources","0.25","false","1"
"Evelyn Diaz","evelyn.diaz.emp1315@public.local","Research & Development","Laboratory Technician","1","false","0.75"
"Abigail Diaz","abigail.diaz.emp1317@public.local","Research & Development","Research Director","0.25","false","1"
"Daniel Diaz","daniel.diaz.emp1318@public.local","Sales","Sales Executive","0.5","true","1"
"Ella Diaz","ella.diaz.emp1319@public.local","Sales","Sales Executive","0.5","true","0.5"
"Olivia Singh","olivia.singh.emp1321@public.local","Research & Development","Manager","0.25","false","0.5"
"Noah Singh","noah.singh.emp1322@public.local","Research & Development","Manufacturing Director","0.75","false","0.25"
"Liam Singh","liam.singh.emp1324@public.local","Sales","Sales Executive","0.75","false","1"
"Mia Singh","mia.singh.emp1329@public.local","Sales","Sales Executive","0.5","false","0.75"
"Amelia Singh","amelia.singh.emp1331@public.local","Sales","Sales Representative","0.5","true","1"
"Harper Singh","harper.singh.emp1333@public.local","Research & Development","Laboratory Technician","0.25","true","0.25"
"Benjamin Singh","benjamin.singh.emp1334@public.local","Research & Development","Manager","0.75","false","0.75"
"Elijah Singh","elijah.singh.emp1336@public.local","Research & Development","Manager","0.75","false","1"
"Daniel Singh","daniel.singh.emp1338@public.local","Human Resources","Manager","0.5","false","1"
"Aarav Martinez","aarav.martinez.emp1340@public.local","Research & Development","Research Scientist","0.75","false","0.75"
"Liam Martinez","liam.martinez.emp1344@public.local","Research & Development","Healthcare Representative","1","false","1"
"Mason Martinez","mason.martinez.emp1346@public.local","Research & Development","Research Scientist","1","false","0.75"
"Mia Martinez","mia.martinez.emp1349@public.local","Sales","Sales Executive","0.25","false","0.75"
"Ethan Martinez","ethan.martinez.emp1350@public.local","Research & Development","Research Scientist","0.75","false","0.75"
"James Martinez","james.martinez.emp1352@public.local","Human Resources","Manager","0.5","false","0.75"
"Evelyn Martinez","evelyn.martinez.emp1355@public.local","Sales","Sales Executive","0.25","false","0.5"
"Elijah Martinez","elijah.martinez.emp1356@public.local","Sales","Sales Executive","0.25","false","0.75"
"Daniel Martinez","daniel.martinez.emp1358@public.local","Research & Development","Laboratory Technician","1","false","1"
"Aarav Walker","aarav.walker.emp1360@public.local","Research & Development","Manufacturing Director","0.25","true","0.75"
"Olivia Walker","olivia.walker.emp1361@public.local","Research & Development","Laboratory Technician","0.5","false","0.5"
"Noah Walker","noah.walker.emp1362@public.local","Sales","Sales Executive","0.25","false","0.25"
"Emma Walker","emma.walker.emp1363@public.local","Research & Development","Manufacturing Director","1","false","1"
"Liam Walker","liam.walker.emp1364@public.local","Sales","Sales Representative","1","false","0.75"
"Isabella Walker","isabella.walker.emp1367@public.local","Research & Development","Manufacturing Director","0.5","false","1"
"Lucas Walker","lucas.walker.emp1368@public.local","Research & Development","Laboratory Technician","1","false","1"
"Mia Walker","mia.walker.emp1369@public.local","Research & Development","Laboratory Technician","1","false","1"
"Amelia Walker","amelia.walker.emp1371@public.local","Sales","Sales Executive","1","false","1"
"James Walker","james.walker.emp1372@public.local","Sales","Sales Executive","0.75","true","0.25"
"Harper Walker","harper.walker.emp1373@public.local","Research & Development","Manufacturing Director","0.5","false","1"
"Benjamin Walker","benjamin.walker.emp1374@public.local","Research & Development","Research Scientist","0.75","false","0.25"
"Evelyn Walker","evelyn.walker.emp1375@public.local","Research & Development","Healthcare Representative","0.75","false","0.5"
"Abigail Walker","abigail.walker.emp1377@public.local","Research & Development","Laboratory Technician","0.75","false","0.5"
"Ella Walker","ella.walker.emp1379@public.local","Sales","Sales Representative","1","true","0.75"
"Aarav Evans","aarav.evans.emp1380@public.local","Sales","Sales Executive","0.75","true","1"
"Noah Evans","noah.evans.emp1382@public.local","Research & Development","Research Scientist","0.75","false","1"
"Emma Evans","emma.evans.emp1383@public.local","Research & Development","Healthcare Representative","1","false","0.75"
"Isabella Evans","isabella.evans.emp1387@public.local","Sales","Sales Executive","0.25","false","0.75"
"Mia Evans","mia.evans.emp1389@public.local","Research & Development","Manufacturing Director","0.75","true","1"
"Ethan Evans","ethan.evans.emp1390@public.local","Sales","Sales Executive","1","false","0.25"
"Amelia Evans","amelia.evans.emp1391@public.local","Sales","Sales Executive","0.5","false","0.5"
"James Evans","james.evans.emp1392@public.local","Research & Development","Research Scientist","1","false","1"
"Benjamin Evans","benjamin.evans.emp1394@public.local","Research & Development","Research Scientist","0.75","false","0.75"
"Evelyn Evans","evelyn.evans.emp1395@public.local","Sales","Sales Executive","1","false","0.5"
"Elijah Evans","elijah.evans.emp1396@public.local","Sales","Sales Executive","0.5","false","0.75"
"Abigail Evans","abigail.evans.emp1397@public.local","Research & Development","Healthcare Representative","0.75","false","0.75"
"Ella Evans","ella.evans.emp1399@public.local","Sales","Sales Executive","0.75","false","0.25"
"Olivia Lopez","olivia.lopez.emp1401@public.local","Research & Development","Manufacturing Director","0.75","false","1"
"Noah Lopez","noah.lopez.emp1402@public.local","Research & Development","Research Scientist","0.75","false","0.25"
"Emma Lopez","emma.lopez.emp1403@public.local","Sales","Sales Executive","1","false","1"
"Sophia Lopez","sophia.lopez.emp1405@public.local","Research & Development","Research Scientist","0.75","true","1"
"Isabella Lopez","isabella.lopez.emp1407@public.local","Research & Development","Research Scientist","1","false","0.25"
"Lucas Lopez","lucas.lopez.emp1408@public.local","Human Resources","Manager","0.25","false","0.75"
"Mia Lopez","mia.lopez.emp1409@public.local","Research & Development","Laboratory Technician","0.25","false","0.75"
"Amelia Lopez","amelia.lopez.emp1411@public.local","Research & Development","Laboratory Technician","0.75","false","0.25"
"James Lopez","james.lopez.emp1412@public.local","Research & Development","Manufacturing Director","1","false","0.75"
"Evelyn Lopez","evelyn.lopez.emp1415@public.local","Research & Development","Laboratory Technician","1","false","0.25"
"Abigail Lopez","abigail.lopez.emp1417@public.local","Research & Development","Laboratory Technician","0.25","false","0.75"
"Ella Lopez","ella.lopez.emp1419@public.local","Human Resources","Human Resources","0.25","false","0.5"
"Aarav Hughes","aarav.hughes.emp1420@public.local","Research & Development","Laboratory Technician","0.25","true","0.25"
"Olivia Hughes","olivia.hughes.emp1421@public.local","Research & Development","Healthcare Representative","1","true","0.75"
"Noah Hughes","noah.hughes.emp1422@public.local","Research & Development","Research Director","1","false","1"
"Emma Hughes","emma.hughes.emp1423@public.local","Research & Development","Research Director","0.25","false","1"
"Liam Hughes","liam.hughes.emp1424@public.local","Research & Development","Research Director","1","false","0.5"
"Sophia Hughes","sophia.hughes.emp1425@public.local","Sales","Sales Executive","0.5","false","0.25"
"Isabella Hughes","isabella.hughes.emp1427@public.local","Sales","Sales Representative","0.75","true","0.5"
"Lucas Hughes","lucas.hughes.emp1428@public.local","Sales","Sales Executive","0.25","false","1"
"Ethan Hughes","ethan.hughes.emp1430@public.local","Research & Development","Research Director","0.5","false","0.25"
"Amelia Hughes","amelia.hughes.emp1431@public.local","Research & Development","Research Scientist","0.25","false","1"
"Harper Hughes","harper.hughes.emp1433@public.local","Research & Development","Research Scientist","0.5","true","0.25"
"Benjamin Hughes","benjamin.hughes.emp1434@public.local","Research & Development","Laboratory Technician","0.25","false","0.5"
"Evelyn Hughes","evelyn.hughes.emp1435@public.local","Research & Development","Laboratory Technician","1","false","0.25"
"Elijah Hughes","elijah.hughes.emp1436@public.local","Sales","Sales Executive","0.25","false","0.75"
"Daniel Hughes","daniel.hughes.emp1438@public.local","Research & Development","Research Scientist","1","false","0.25"
"Ella Hughes","ella.hughes.emp1439@public.local","Sales","Sales Representative","0.25","true","0.25"
"Aarav Torres","aarav.torres.emp1440@public.local","Research & Development","Laboratory Technician","0.75","false","0.75"
"Olivia Torres","olivia.torres.emp1441@public.local","Research & Development","Research Scientist","0.25","false","0.25"
"Emma Torres","emma.torres.emp1443@public.local","Research & Development","Research Director","0.75","false","0.25"
"Sophia Torres","sophia.torres.emp1445@public.local","Sales","Sales Executive","0.75","false","1"
"Mason Torres","mason.torres.emp1446@public.local","Sales","Sales Executive","1","false","1"
"Isabella Torres","isabella.torres.emp1447@public.local","Research & Development","Laboratory Technician","0.5","false","1"
"Lucas Torres","lucas.torres.emp1448@public.local","Research & Development","Research Scientist","0.75","false","0.5"
"Mia Torres","mia.torres.emp1449@public.local","Research & Development","Laboratory Technician","0.75","false","0.75"
"Harper Torres","harper.torres.emp1453@public.local","Sales","Sales Executive","1","false","0.25"
"Abigail Torres","abigail.torres.emp1457@public.local","Sales","Sales Executive","1","true","0.25"
"Daniel Torres","daniel.torres.emp1458@public.local","Research & Development","Laboratory Technician","0.25","true","0.25"
"Ella Torres","ella.torres.emp1459@public.local","Research & Development","Manufacturing Director","0.5","true","0.75"
"Aarav Bennett","aarav.bennett.emp1460@public.local","Research & Development","Healthcare Representative","0.25","false","0.5"
"Olivia Bennett","olivia.bennett.emp1461@public.local","Human Resources","Human Resources","0.5","false","1"
"Liam Bennett","liam.bennett.emp1464@public.local","Research & Development","Laboratory Technician","1","true","0.5"
"Sophia Bennett","sophia.bennett.emp1465@public.local","Research & Development","Manufacturing Director","1","false","0.5"
"Mason Bennett","mason.bennett.emp1466@public.local","Sales","Sales Executive","0.25","false","0.75"
"Isabella Bennett","isabella.bennett.emp1467@public.local","Human Resources","Human Resources","0.75","true","0.25"
"Lucas Bennett","lucas.bennett.emp1468@public.local","Research & Development","Research Director","0.5","false","1"
"Mia Bennett","mia.bennett.emp1469@public.local","Sales","Sales Executive","0.25","false","1"
"Amelia Bennett","amelia.bennett.emp1471@public.local","Research & Development","Laboratory Technician","0.75","false","0.75"
"James Bennett","james.bennett.emp1472@public.local","Research & Development","Research Director","0.5","false","1"
"Harper Bennett","harper.bennett.emp1473@public.local","Research & Development","Healthcare Representative","0.75","false","0.25"
"Benjamin Bennett","benjamin.bennett.emp1474@public.local","Research & Development","Research Scientist","0.75","false","0.75"
"Evelyn Bennett","evelyn.bennett.emp1475@public.local","Research & Development","Research Scientist","0.5","false","1"
"Abigail Bennett","abigail.bennett.emp1477@public.local","Sales","Sales Executive","0.25","false","1"
"Daniel Bennett","daniel.bennett.emp1478@public.local","Sales","Sales Executive","0.25","false","1"
"Ella Bennett","ella.bennett.emp1479@public.local","Sales","Sales Executive","0.75","false","1"
"Aarav Ramirez","aarav.ramirez.emp1480@public.local","Research & Development","Laboratory Technician","1","false","0.25"
"Olivia Ramirez","olivia.ramirez.emp1481@public.local","Sales","Sales Executive","0.75","false","0.25"
"Noah Ramirez","noah.ramirez.emp1482@public.local","Research & Development","Research Scientist","0.75","false","0.75"
"Emma Ramirez","emma.ramirez.emp1483@public.local","Research & Development","Research Scientist","0.75","false","0.5"
"Liam Ramirez","liam.ramirez.emp1484@public.local","Research & Development","Healthcare Representative","0.5","false","0.75"
"Sophia Ramirez","sophia.ramirez.emp1485@public.local","Research & Development","Research Director","0.25","false","0.5"
"Mason Ramirez","mason.ramirez.emp1486@public.local","Sales","Sales Representative","0.75","true","0.25"
"Isabella Ramirez","isabella.ramirez.emp1487@public.local","Sales","Sales Executive","0.5","true","0.25"
"Mia Ramirez","mia.ramirez.emp1489@public.local","Sales","Sales Executive","0.5","true","0.25"
"James Ramirez","james.ramirez.emp1492@public.local","Sales","Sales Representative","0.75","false","1"
"Benjamin Ramirez","benjamin.ramirez.emp1494@public.local","Research & Development","Laboratory Technician","0.25","true","0.5"
"Evelyn Ramirez","evelyn.ramirez.emp1495@public.local","Sales","Sales Representative","0.5","false","1"
"Elijah Ramirez","elijah.ramirez.emp1496@public.local","Research & Development","Manufacturing Director","0.75","false","0.5"
"Abigail Ramirez","abigail.ramirez.emp1497@public.local","Sales","Sales Executive","0.75","false","0.75"
"Ella Ramirez","ella.ramirez.emp1499@public.local","Human Resources","Human Resources","0.75","false","0.75"
"Olivia Shaw","olivia.shaw.emp1501@public.local","Research & Development","Healthcare Representative","0.75","false","1"
"Noah Shaw","noah.shaw.emp1502@public.local","Research & Development","Laboratory Technician","0.5","false","0.25"
"Emma Shaw","emma.shaw.emp1503@public.local","Sales","Sales Executive","0.75","false","0.75"
"Liam Shaw","liam.shaw.emp1504@public.local","Research & Development","Laboratory Technician","0.25","true","0.75"
"Mason Shaw","mason.shaw.emp1506@public.local","Research & Development","Research Scientist","0.75","false","0.25"
"Isabella Shaw","isabella.shaw.emp1507@public.local","Sales","Sales Executive","0.25","false","0.75"
"Mia Shaw","mia.shaw.emp1509@public.local","Research & Development","Laboratory Technician","0.25","false","0.75"
"Harper Shaw","harper.shaw.emp1513@public.local","Research & Development","Laboratory Technician","0.5","false","1"
"Benjamin Shaw","benjamin.shaw.emp1514@public.local","Research & Development","Manufacturing Director","0.5","false","0.75"
"Evelyn Shaw","evelyn.shaw.emp1515@public.local","Research & Development","Healthcare Representative","0.75","false","1"
"Elijah Shaw","elijah.shaw.emp1516@public.local","Research & Development","Manager","1","false","0.75"
"Aarav Cruz","aarav.cruz.emp1520@public.local","Research & Development","Manager","1","false","0.5"
"Noah Cruz","noah.cruz.emp1522@public.local","Research & Development","Research Scientist","0.25","true","0.25"
"Emma Cruz","emma.cruz.emp1523@public.local","Research & Development","Research Director","0.25","false","1"
"Sophia Cruz","sophia.cruz.emp1525@public.local","Research & Development","Manufacturing Director","0.5","false","0.5"
"Isabella Cruz","isabella.cruz.emp1527@public.local","Sales","Manager","0.5","false","0.75"
"Mia Cruz","mia.cruz.emp1529@public.local","Research & Development","Healthcare Representative","0.5","false","1"
"Harper Cruz","harper.cruz.emp1533@public.local","Research & Development","Laboratory Technician","0.75","false","0.25"
"Benjamin Cruz","benjamin.cruz.emp1534@public.local","Research & Development","Laboratory Technician","0.25","true","1"
"Evelyn Cruz","evelyn.cruz.emp1535@public.local","Sales","Sales Executive","0.75","false","1"
"Abigail Cruz","abigail.cruz.emp1537@public.local","Research & Development","Research Scientist","0.75","true","1"
"Ella Cruz","ella.cruz.emp1539@public.local","Research & Development","Research Director","1","false","0.75"
"Olivia Powell","olivia.powell.emp1541@public.local","Sales","Sales Representative","0.75","false","0.5"
"Noah Powell","noah.powell.emp1542@public.local","Research & Development","Laboratory Technician","0.5","false","0.75"
"Emma Powell","emma.powell.emp1543@public.local","Research & Development","Research Scientist","1","false","0.25"
"Liam Powell","liam.powell.emp1544@public.local","Research & Development","Healthcare Representative","0.25","false","0.75"
"Sophia Powell","sophia.powell.emp1545@public.local","Research & Development","Manufacturing Director","0.5","false","1"
"Mason Powell","mason.powell.emp1546@public.local","Research & Development","Research Scientist","1","false","1"
"Isabella Powell","isabella.powell.emp1547@public.local","Research & Development","Healthcare Representative","1","false","1"
"Lucas Powell","lucas.powell.emp1548@public.local","Sales","Sales Executive","0.25","false","0.25"
"Mia Powell","mia.powell.emp1549@public.local","Research & Development","Laboratory Technician","0.75","false","0.5"
"Ethan Powell","ethan.powell.emp1550@public.local","Human Resources","Manager","1","false","0.75"
"Amelia Powell","amelia.powell.emp1551@public.local","Research & Development","Laboratory Technician","0.25","false","0.75"
"James Powell","james.powell.emp1552@public.local","Research & Development","Healthcare Representative","1","false","1"
"Harper Powell","harper.powell.emp1553@public.local","Research & Development","Healthcare Representative","0.5","false","0.25"
"Benjamin Powell","benjamin.powell.emp1554@public.local","Sales","Sales Representative","0.75","false","0.5"
"Evelyn Powell","evelyn.powell.emp1555@public.local","Research & Development","Research Scientist","0.5","false","1"
"Elijah Powell","elijah.powell.emp1556@public.local","Sales","Sales Representative","1","false","0.75"
"Abigail Powell","abigail.powell.emp1557@public.local","Sales","Sales Executive","0.75","false","0.75"
"Daniel Powell","daniel.powell.emp1558@public.local","Research & Development","Research Scientist","0.75","false","0.75"
"Aarav Murphy","aarav.murphy.emp1560@public.local","Sales","Sales Executive","0.25","false","0.25"
"Noah Murphy","noah.murphy.emp1562@public.local","Sales","Sales Executive","0.25","true","0.5"
"Emma Murphy","emma.murphy.emp1563@public.local","Human Resources","Human Resources","0.75","false","0.75"
"Liam Murphy","liam.murphy.emp1564@public.local","Research & Development","Laboratory Technician","0.25","false","1"
"Lucas Murphy","lucas.murphy.emp1568@public.local","Sales","Sales Executive","0.5","false","0.75"
"Mia Murphy","mia.murphy.emp1569@public.local","Research & Development","Laboratory Technician","0.25","true","0.25"
"James Murphy","james.murphy.emp1572@public.local","Research & Development","Manufacturing Director","1","true","0.75"
"Harper Murphy","harper.murphy.emp1573@public.local","Research & Development","Manufacturing Director","0.5","true","0.75"
"Benjamin Murphy","benjamin.murphy.emp1574@public.local","Research & Development","Research Scientist","0.25","false","1"
"Elijah Murphy","elijah.murphy.emp1576@public.local","Research & Development","Research Scientist","0.25","false","0.75"
"Abigail Murphy","abigail.murphy.emp1577@public.local","Research & Development","Research Scientist","1","false","0.25"
"Daniel Murphy","daniel.murphy.emp1578@public.local","Sales","Manager","1","false","0.75"
"Aarav Hayes","aarav.hayes.emp1580@public.local","Research & Development","Research Scientist","1","false","0.5"
"Olivia Hayes","olivia.hayes.emp1581@public.local","Research & Development","Research Scientist","1","false","0.25"
"Noah Hayes","noah.hayes.emp1582@public.local","Sales","Sales Executive","0.5","false","0.75"
"Emma Hayes","emma.hayes.emp1583@public.local","Sales","Sales Executive","0.5","false","0.5"
"Sophia Hayes","sophia.hayes.emp1585@public.local","Sales","Sales Executive","0.75","false","0.5"
"Mason Hayes","mason.hayes.emp1586@public.local","Research & Development","Laboratory Technician","0.25","false","0.5"
"Isabella Hayes","isabella.hayes.emp1587@public.local","Research & Development","Healthcare Representative","0.75","false","0.25"
"Lucas Hayes","lucas.hayes.emp1588@public.local","Sales","Sales Executive","0.75","false","1"
"Ethan Hayes","ethan.hayes.emp1590@public.local","Research & Development","Healthcare Representative","1","false","0.25"
"Amelia Hayes","amelia.hayes.emp1591@public.local","Sales","Manager","0.75","false","0.75"
"James Hayes","james.hayes.emp1592@public.local","Research & Development","Research Scientist","0.75","false","1"
"Benjamin Hayes","benjamin.hayes.emp1594@public.local","Research & Development","Laboratory Technician","0.25","false","0.25"
"Evelyn Hayes","evelyn.hayes.emp1595@public.local","Research & Development","Manager","1","false","1"
"Elijah Hayes","elijah.hayes.emp1596@public.local","Research & Development","Laboratory Technician","0.75","false","0.5"
"Abigail Hayes","abigail.hayes.emp1597@public.local","Research & Development","Healthcare Representative","0.75","false","1"
"Daniel Hayes","daniel.hayes.emp1598@public.local","Sales","Sales Executive","0.25","false","1"
"Ella Hayes","ella.hayes.emp1599@public.local","Research & Development","Laboratory Technician","0.5","false","1"
"Olivia Parker","olivia.parker.emp1601@public.local","Research & Development","Laboratory Technician","1","false","0.75"
"Noah Parker","noah.parker.emp1602@public.local","Sales","Manager","0.25","false","1"
"Liam Parker","liam.parker.emp1604@public.local","Research & Development","Laboratory Technician","0.5","true","0.75"
"Sophia Parker","sophia.parker.emp1605@public.local","Research & Development","Research Scientist","0.75","false","0.5"
"Mason Parker","mason.parker.emp1606@public.local","Research & Development","Healthcare Representative","0.75","false","0.5"
"Isabella Parker","isabella.parker.emp1607@public.local","Research & Development","Research Scientist","1","false","0.5"
"Lucas Parker","lucas.parker.emp1608@public.local","Research & Development","Research Director","1","false","0.5"
"Mia Parker","mia.parker.emp1609@public.local","Research & Development","Research Scientist","0.5","false","0.5"
"Amelia Parker","amelia.parker.emp1611@public.local","Research & Development","Laboratory Technician","0.25","false","0.75"
"James Parker","james.parker.emp1612@public.local","Sales","Sales Executive","0.25","false","0.25"
"Harper Parker","harper.parker.emp1613@public.local","Sales","Sales Executive","0.25","false","1"
"Benjamin Parker","benjamin.parker.emp1614@public.local","Research & Development","Manufacturing Director","0.75","false","0.75"
"Evelyn Parker","evelyn.parker.emp1615@public.local","Research & Development","Manufacturing Director","1","false","0.75"
"Abigail Parker","abigail.parker.emp1617@public.local","Research & Development","Laboratory Technician","0.25","false","0.75"
"Daniel Parker","daniel.parker.emp1618@public.local","Research & Development","Manufacturing Director","0.25","false","0.5"
"Ella Parker","ella.parker.emp1619@public.local","Research & Development","Laboratory Technician","0.25","false","1"
"Olivia Reed","olivia.reed.emp1621@public.local","Research & Development","Research Scientist","0.25","false","0.5"
"Noah Reed","noah.reed.emp1622@public.local","Research & Development","Manufacturing Director","0.25","false","0.5"
"Emma Reed","emma.reed.emp1623@public.local","Research & Development","Research Scientist","1","false","0.75"
"Liam Reed","liam.reed.emp1624@public.local","Sales","Sales Representative","1","true","0.5"
"Sophia Reed","sophia.reed.emp1625@public.local","Human Resources","Manager","0.75","false","1"
"Isabella Reed","isabella.reed.emp1627@public.local","Research & Development","Laboratory Technician","0.75","false","0.75"
"Lucas Reed","lucas.reed.emp1628@public.local","Research & Development","Manufacturing Director","0.75","false","0.25"
"Ethan Reed","ethan.reed.emp1630@public.local","Research & Development","Healthcare Representative","0.75","false","0.75"
"Amelia Reed","amelia.reed.emp1631@public.local","Research & Development","Manufacturing Director","0.75","false","0.75"
"Harper Reed","harper.reed.emp1633@public.local","Research & Development","Manufacturing Director","0.75","false","0.25"
"Evelyn Reed","evelyn.reed.emp1635@public.local","Research & Development","Manufacturing Director","1","false","1"
"Daniel Reed","daniel.reed.emp1638@public.local","Research & Development","Manufacturing Director","0.75","false","1"
"Ella Reed","ella.reed.emp1639@public.local","Sales","Sales Executive","0.25","true","1"
"Aarav Patel","aarav.patel.emp1640@public.local","Research & Development","Research Scientist","0.5","false","0.5"
"Olivia Patel","olivia.patel.emp1641@public.local","Research & Development","Manufacturing Director","1","false","0.75"
"Noah Patel","noah.patel.emp1642@public.local","Human Resources","Human Resources","1","false","0.25"
"Liam Patel","liam.patel.emp1644@public.local","Research & Development","Manager","1","false","0.75"
"Sophia Patel","sophia.patel.emp1645@public.local","Sales","Sales Executive","1","true","0.25"
"Mason Patel","mason.patel.emp1646@public.local","Research & Development","Research Scientist","1","false","0.25"
"Isabella Patel","isabella.patel.emp1647@public.local","Research & Development","Research Scientist","0.75","false","0.5"
"Lucas Patel","lucas.patel.emp1648@public.local","Research & Development","Research Scientist","1","false","1"
"Mia Patel","mia.patel.emp1649@public.local","Research & Development","Laboratory Technician","0.25","true","0.25"
"Ethan Patel","ethan.patel.emp1650@public.local","Sales","Sales Executive","0.75","false","0.75"
"Amelia Patel","amelia.patel.emp1651@public.local","Research & Development","Healthcare Representative","0.25","false","0.5"
"Harper Patel","harper.patel.emp1653@public.local","Research & Development","Manufacturing Director","0.75","false","1"
"Benjamin Patel","benjamin.patel.emp1654@public.local","Research & Development","Manufacturing Director","0.5","false","1"
"Evelyn Patel","evelyn.patel.emp1655@public.local","Research & Development","Research Director","0.5","false","0.25"
"Elijah Patel","elijah.patel.emp1656@public.local","Research & Development","Research Director","0.25","false","1"
